dkp,product_name,description,classes,stocked
3270065,کیف دستی زنانه کد F1400,,"['مد و پوشاک', 'زنانه', 'اکسسوری زنانه', 'کیف زنانه']",True
3270066,تونیک زنانه کد 11,,"['مد و پوشاک', 'زنانه', 'لباس زنانه', 'تاپ و تونیک زنانه']",False
3270067,کمربند زنانه کد 22-5700,,"['مد و پوشاک', 'زنانه', 'اکسسوری زنانه', 'کمربند زنانه']",False
3270069,جامدادی آماکو کد 37,,"['کتاب، لوازم تحریر و هنر', 'لوازم تحریر', 'کیف، کوله و جامدادی', 'جامدادی']",False
3270070,جاکلیدی طرح بلک پینک کد 40057,                                پیکسل جاکلیدی را می توان کاربردی ترین نوع پیکسل معرفی کرد. این روزها حتی افراد کم سن و سال تر خانواده ها هم یک کلید دارند و نیاز به جاکلیدی بیشتر احساس میشود و یا شما میتونید طرح های مورد علاقه خودتان یا کسی که طرف دارش هستید را به زیپ کیف وصل کنید تا زیبایی بیشتری را متوجه خودتان کنید. ,"['مد و پوشاک', 'زنانه و مردانه', 'اکسسوری زنانه و مردانه', 'زیورآلات زنانه و مردانه', 'جاکلیدی زنانه و مردانه']",False
3270071, آباژور رومیزی کد CH 1219,,"['خانه و آشپزخانه', 'دکوراتیو', 'چراغ خواب و آباژور']",False
3270072,نیم ست زنانه کد 829,                                نیم ست زنانه شامل گردنبند و دستبند و گوشواره میباشد . جنس زنجیر استیل و رنگ ثابت میباشد . دستبند آن هم گره ای است و قابلیت تغییر سایز را با انواع دست ها دارد.,"['مد و پوشاک', 'زنانه', 'اکسسوری زنانه', 'زیورآلات زنانه', 'ست زیورآلات زنانه']",True
3270073,کیف کمری مردانه مدل ZE_1,,"['مد و پوشاک', 'مردانه', 'اکسسوری مردانه', 'کیف مردانه']",True
3270074,محافظ صفحه نمایش موبو تک مدل SSG-HP10LTE-1 مناسب برای گوشی موبایل هوآوی P10 Lite,                                 همان طور که می دانیم ، امروزه یکی از مهم ترین مسائل در انتخاب گوشی های هوشمند صفحه نمایش آنهاست که روز به روز شرکت های تولید کننده ی گوشی های موبایل سعی در پیشرفت و بهبود عملکرد صفحه نمایش های خود دارند اما شیشه ی صفحه نمایش گوشی های موبایل پس از مدتی ممکن است دچار خط و خش و لکه های شدید شوند که باعث کاهش قدرت و شفافیت تصویر شما می شود یکی از مهم ترین مسائل در نگهداری مناسب صفحه نمایش گوشی های موبایل تهیه ی محافظ صفحه نمایش می باشد ، در این راستا شرکت موبو تک ( Mobo-Tech ) با تلاش بی وقفه سعی در ارائه بهترین کیفیت محافظ های صفحه نمایش در گوشی های مختلف در بازار نموده است. این محافظ بر روی صفحه نمایش شما قرار می گیرد و آن را از هر گونه خط و خش و لکه هایی محافظت می کند که باعث کاهش کیفیت صفحه نمایش می شوند و پس از مدتی مجدد می توانید با تعویض محافظ صفحه نمایش شفافیت روز اول تصویر خود را داشته باشید. ,"['کالای دیجیتال', 'لوازم جانبی کالای دیجیتال', 'لوازم جانبی گوشی موبایل', 'محافظ صفحه نمایش گوشی']",True
3270075,روسری زنانه کد 201,,"['مد و پوشاک', 'زنانه', 'اکسسوری زنانه', 'شال و روسری زنانه']",False
3270076,محافظ صفحه نمایش موبو تک مدل SSG-HP10LTE-2 مناسب برای گوشی موبایل هوآوی P10 Lite بسته دو عددی,                                 همان طور که می دانیم ، امروزه یکی از مهم ترین مسائل در انتخاب گوشی های هوشمند صفحه نمایش آنهاست که روز به روز شرکت های تولید کننده ی گوشی های موبایل سعی در پیشرفت و بهبود عملکرد صفحه نمایش های خود دارند اما شیشه ی صفحه نمایش گوشی های موبایل پس از مدتی ممکن است دچار خط و خش و لکه های شدید شوند که باعث کاهش قدرت و شفافیت تصویر شما می شود یکی از مهم ترین مسائل در نگهداری مناسب صفحه نمایش گوشی های موبایل تهیه ی محافظ صفحه نمایش می باشد ، در این راستا شرکت موبو تک ( Mobo-Tech ) با تلاش بی وقفه سعی در ارائه بهترین کیفیت محافظ های صفحه نمایش در گوشی های مختلف در بازار نموده است. این محافظ بر روی صفحه نمایش شما قرار می گیرد و آن را از هر گونه خط و خش و لکه هایی محافظت می کند که باعث کاهش کیفیت صفحه نمایش می شوند و پس از مدتی مجدد می توانید با تعویض محافظ صفحه نمایش شفافیت روز اول تصویر خود را داشته باشید. ,"['کالای دیجیتال', 'لوازم جانبی کالای دیجیتال', 'لوازم جانبی گوشی موبایل', 'محافظ صفحه نمایش گوشی']",True
3270077,جعبه لوازم خیاطی کد 096,,"['خانه و آشپزخانه', 'خواب و حمام', 'ملزومات خیاطی']",True
3270078,محافظ صفحه نمایش موبو تک مدل SSG-HP10LTE-3 مناسب برای گوشی موبایل هوآوی P10 Lite بسته سه عددی,                                 همان طور که می دانیم ، امروزه یکی از مهم ترین مسائل در انتخاب گوشی های هوشمند صفحه نمایش آنهاست که روز به روز شرکت های تولید کننده ی گوشی های موبایل سعی در پیشرفت و بهبود عملکرد صفحه نمایش های خود دارند اما شیشه ی صفحه نمایش گوشی های موبایل پس از مدتی ممکن است دچار خط و خش و لکه های شدید شوند که باعث کاهش قدرت و شفافیت تصویر شما می شود یکی از مهم ترین مسائل در نگهداری مناسب صفحه نمایش گوشی های موبایل تهیه ی محافظ صفحه نمایش می باشد ، در این راستا شرکت موبو تک ( Mobo-Tech ) با تلاش بی وقفه سعی در ارائه بهترین کیفیت محافظ های صفحه نمایش در گوشی های مختلف در بازار نموده است. این محافظ بر روی صفحه نمایش شما قرار می گیرد و آن را از هر گونه خط و خش و لکه هایی محافظت می کند که باعث کاهش کیفیت صفحه نمایش می شوند و پس از مدتی مجدد می توانید با تعویض محافظ صفحه نمایش شفافیت روز اول تصویر خود را داشته باشید. ,"['کالای دیجیتال', 'لوازم جانبی کالای دیجیتال', 'لوازم جانبی گوشی موبایل', 'محافظ صفحه نمایش گوشی']",False
